AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,HOUSE_AGE
Velachery,1755,103,2,1,4,AbNormal,Yes,Others,ELO,No Access,C,8762820,9490
Velachery,1556,105,2,1,4,Partial,No,Others,NoSeWa,Paved,RL,9348100,7300
Adyar,1170,120,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RH,9134740,13140
Adyar,901,106,1,1,3,Partial,No,Others,AllPub,Gravel,I,7643255,13505
Karapakkam,1160,184,1,1,3,Partial,Yes,Commercial,NoSeWa,Gravel,A,8886250,6935
Karapakkam,1570,170,2,2,4,Family,Yes,House,NoSeWa,No Access,A,6407000,2920
Karapakkam,1476,167,2,2,4,AbNormal,No,Commercial,NoSeWa,Paved,RL,11536000,11680
Karapakkam,586,190,1,1,2,Family,Yes,Others,ELO,Paved,I,5333000,6935
Karapakkam,1059,110,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RL,7849250,12045
T Nagar,1712,1,1,1,4,AbNormal,Yes,House,NoSeWa,Gravel,RL,13797720,2190
Adyar,847,7,1,1,3,Partial,No,Others,NoSeWa,Gravel,RH,7492300,14600
Karapakkam,1192,152,1,1,3,Family,No,House,NoSeWa,No Access,I,5342250,8395
Velachery,1942,126,3,2,5,Partial,Yes,Commercial,AllPub,No Access,RL,16212650,9125
Karapakkam,557,105,1,1,2,Family,Yes,Others,ELO,No Access,I,4710125,6205
Velachery,1728,123,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,I,14898480,6935
Velachery,1798,23,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,17060380,10585
Karapakkam,1497,24,2,2,4,Partial,Yes,House,AllPub,Gravel,A,6931750,12775
Chrompet,1173,27,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RH,8196400,11680
Anna Nagar,1640,198,1,1,4,Partial,Yes,Commercial,NoSeWa,No Access,RH,17704670,13140
KK Nagar,1747,82,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,10784680,6205
Karapakkam,1342,183,2,2,4,AbNormal,Yes,Commercial,ELO,No Access,I,9594250,15695
T Nagar,2000,31,2,1,5,AdjLand,No,House,NoSeWa,No Access,RM,13596890,9855
Velachery,1987,158,3,2,5,Family,No,Others,NoSeWa,Gravel,RH,11156320,4015
Karapakkam,1567,2,2,2,4,Family,No,Others,AllPub,Gravel,C,7725875,6205
Karapakkam,1188,187,1,1,3,Partial,No,Commercial,AllPub,No Access,RM,9819500,12410
Adyar,737,12,1,1,2,Family,No,House,NoSeWa,No Access,A,3869180,11680
Karapakkam,785,63,1,1,2,AdjLand,Yes,Others,NoSeWa,Paved,C,5852625,4745
KK Nagar,2078,13,3,2,5,AbNormal,No,House,NoSeWa,Paved,RH,9696820,7665
Adyar,647,45,1,1,2,Family,Yes,Commercial,AllPub,No Access,RH,9574550,3650
Karapakkam,1171,111,1,1,3,AdjLand,Yes,Others,AllPub,No Access,A,6102625,5840
KK Nagar,2435,124,4,2,6,Partial,Yes,Commercial,NoSeWa,Gravel,RM,20246360,6570
Velachery,1805,29,3,2,5,AdjLand,Yes,Commercial,AllPub,Paved,RL,16930470,5840
Karapakkam,1145,38,1,1,3,Normal Sale,No,House,AllPub,Gravel,A,5510250,6205
Karapakkam,971,15,1,1,3,Normal Sale,No,House,AllPub,Paved,RL,6530500,10220
Karapakkam,1657,78,2,2,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,10147125,14235
Velachery,1638,16,2,1,4,AdjLand,Yes,House,NoSeWa,No Access,RH,9705900,1825
Adyar,1284,141,2,2,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,16107475,1825
Adyar,1273,66,2,2,4,AbNormal,No,Others,ELO,No Access,A,7451690,2190
Chrompet,1185,188,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RL,10163000,7300
T Nagar,1538,161,1,1,4,Family,Yes,Commercial,NoSeWa,Gravel,RL,19376950,1825
KK Nagar,1929,84,3,2,5,Normal Sale,No,Others,AllPub,Paved,RH,10173980,10950
KK Nagar,1656,30,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RM,10910100,5475
Adyar,1287,9,2,2,4,Family,Yes,Commercial,NoSeWa,Gravel,I,15013625,5475
T Nagar,1749,118,1,1,4,AbNormal,No,Others,NoSeWa,No Access,RH,11713410,11680
Anna Nagar,1585,188,1,1,4,Family,No,Commercial,AllPub,No Access,RL,17382790,6205
T Nagar,1962,180,2,1,5,Normal Sale,Yes,Others,NoSeWa,Paved,RM,15862990,12410
KK Nagar,1425,106,2,1,4,Normal Sale,No,House,NoSeWa,Paved,RL,8677280,5110
Karapakkam,884,11,1,1,2,Normal Sale,Yes,Commercial,NoSeWa,Paved,I,8282500,9490
Chrompet,1052,159,1,1,3,Normal Sale,No,Others,NoSeWa,No Access,RH,7926740,3650
T Nagar,1756,12,1,1,4,Partial,No,House,NoSeWa,Gravel,RL,12093570,11315
Karapakkam,523,148,1,1,2,AbNormal,Yes,House,AllPub,Gravel,RM,7390000,13870
Velachery,1524,33,2,1,4,Family,Yes,Others,NoSeWa,Paved,RM,11053290,8030
T Nagar,1949,137,2,1,5,Partial,Yes,Others,NoSeWa,No Access,RM,14464930,15695
Chrompet,1263,61,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RL,10637010,8030
KK Nagar,1917,106,3,2,5,Family,Yes,House,AllPub,Paved,RL,11045960,6570
KK Nagar,1401,100,2,1,4,Partial,No,House,NoSeWa,Paved,RH,7410200,7300
Chrompet,723,8,1,1,2,Family,No,Others,AllPub,Gravel,RM,8645860,6205
T Nagar,1660,156,1,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RH,17787740,13505
Chrompet,895,191,1,1,3,Partial,Yes,House,ELO,Gravel,RH,8514750,1825
Anna Nagar,1889,160,2,1,5,Partial,Yes,House,ELO,Gravel,RM,13841050,16425
Chrompet,1199,187,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RH,9160580,9125
Karapakkam,782,95,1,1,2,AdjLand,Yes,Commercial,AllPub,No Access,I,7794500,5110
Anna Nagar,1571,124,1,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,12946530,9125
KK Nagar,1848,178,3,2,5,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,15883280,8760
Chrompet,1131,64,1,1,3,AdjLand,Yes,Others,NoSeWa,No Access,RL,10089670,7300
Karapakkam,1062,15,1,1,3,AdjLand,Yes,House,AllPub,No Access,A,5335750,7665
KK Nagar,1983,148,3,2,5,AdjLand,Yes,House,AllPub,Paved,RM,12126880,8760
Velachery,1572,1,2,1,4,AdjLand,No,House,NoSeWa,Gravel,C,8165450,7300
Anna Nagar,1535,149,1,1,4,Family,No,Others,ELO,Gravel,RH,11484740,11680
T Nagar,1818,193,2,1,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,22024740,11680
KK Nagar,1484,54,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RH,9771020,9855
KK Nagar,2189,60,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RH,12071880,5475
Chrompet,1203,171,2,1,4,Partial,No,Commercial,AllPub,No Access,RL,12925550,6205
KK Nagar,1610,140,2,1,4,Partial,Yes,Commercial,AllPub,Gravel,RM,15387480,8760
Adyar,863,26,1,1,3,AbNormal,Yes,House,NoSeWa,Paved,A,6637005,2555
Karapakkam,985,61,1,1,3,Partial,No,Others,AllPub,Gravel,RL,7446875,7300
Karapakkam,1623,47,2,2,4,AbNormal,No,Commercial,AllPub,Paved,RH,11658500,13870
Adyar,1019,153,1,1,3,Partial,No,House,ELO,Gravel,C,6663435,10585
Karapakkam,1575,4,2,2,4,Family,Yes,House,NoSeWa,Paved,RM,9894250,3285
Chrompet,802,161,1,1,3,AbNormal,No,Others,NoSeWa,No Access,RM,7968490,3285
T Nagar,1846,190,2,1,5,Normal Sale,No,Others,NoSeWa,No Access,RH,12403760,12410
Chrompet,759,131,1,1,2,AdjLand,No,Others,AllPub,Paved,RL,8149280,5475
KK Nagar,2060,159,3,2,5,AbNormal,No,Commercial,NoSeWa,Paved,RL,16012600,10950
KK Nagar,1503,183,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RM,11121040,6935
Velachery,1853,17,3,2,5,Partial,Yes,House,NoSeWa,No Access,RL,9462230,17885
T Nagar,1739,16,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,20477590,13505
Karapakkam,766,38,1,1,2,Family,Yes,Commercial,NoSeWa,Paved,RM,8755500,18250
Chrompet,857,27,1,1,3,AbNormal,Yes,Others,AllPub,No Access,RL,8471590,9490
T Nagar,1887,108,2,1,5,Partial,No,House,ELO,Gravel,RM,13024030,14235
Karapakkam,1502,98,2,2,4,Normal Sale,No,House,NoSeWa,No Access,RM,8215250,2555
Velachery,1568,109,2,1,4,Family,No,Others,NoSeWa,No Access,A,6361850,10950
Chrompet,918,190,1,1,3,Partial,No,Commercial,NoSeWa,No Access,RM,10929300,8030
Adyar,1289,70,2,2,4,Normal Sale,No,Commercial,AllPub,Gravel,RH,14634500,14600
KK Nagar,1941,34,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RM,12228420,7300
Velachery,1730,146,2,1,4,AbNormal,Yes,Others,NoSeWa,No Access,RL,10494410,8395
Velachery,1513,128,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,A,12350640,9855
Velachery,1762,142,2,1,4,Family,Yes,House,NoSeWa,No Access,RH,9071080,8760
Anna Nagar,1970,65,2,1,5,Partial,Yes,House,AllPub,No Access,RH,12450910,12045
Velachery,1702,129,2,1,4,AbNormal,No,Commercial,NoSeWa,No Access,I,12225650,16425
Velachery,1726,19,2,1,4,Partial,No,House,NoSeWa,No Access,C,6804640,8030
Chrompet,1243,164,2,1,4,Family,Yes,Commercial,NoSeWa,Gravel,RL,15495150,3285
Velachery,1550,53,2,1,4,Partial,Yes,Commercial,ELO,Gravel,A,12456680,5110
KK Nagar,1830,123,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,16312280,5110
Karapakkam,1435,76,2,2,4,AbNormal,Yes,House,NoSeWa,Gravel,RM,9753250,12045
Velachery,1729,105,2,1,4,Partial,Yes,Others,ELO,Paved,RH,10629750,1825
T Nagar,1572,113,1,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,RM,20715860,6570
Chrompet,1145,74,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,14297200,5840
Chrompet,1043,143,1,1,3,AbNormal,Yes,Others,ELO,No Access,RH,8317410,10950
Karapakkam,1332,137,1,1,3,Normal Sale,No,Others,NoSeWa,Paved,RM,8261500,16060
Karapakkam,608,41,1,1,2,Family,Yes,Commercial,ELO,No Access,I,6206250,5475
Adyar,676,67,1,1,2,Partial,Yes,Commercial,NoSeWa,No Access,I,8400465,11315
Velachery,1685,175,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RH,11104320,13140
Adyar,658,175,1,1,2,AdjLand,No,Others,NoSeWa,Gravel,C,6083885,14235
Chrompet,1008,99,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RL,8836160,11680
Anna Nagar,1924,36,2,1,5,Family,No,Others,ELO,No Access,RM,13620040,11315
KK Nagar,2112,77,3,2,5,AdjLand,No,Commercial,NoSeWa,Gravel,RH,16756460,4745
Chrompet,917,177,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,11889950,13505
Karapakkam,1353,20,2,2,4,AbNormal,Yes,Others,ELO,No Access,RL,8573875,2920
Anna Nagar,1694,161,1,1,4,AbNormal,Yes,Others,AllPub,Paved,RL,14054970,7300
Anna Nagar,1625,192,1,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RH,18316110,15695
Anna Nagar,1882,45,2,1,5,Normal Sale,Yes,Others,AllPub,No Access,RL,14761860,1825
T Nagar,1924,80,2,1,5,Normal Sale,Yes,Commercial,AllPub,No Access,RM,22123260,8395
Chrompet,894,89,1,1,3,AbNormal,No,Commercial,NoSeWa,No Access,RM,10882400,10220
Karapakkam,904,82,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,6863000,14600
Adyar,1279,190,2,2,4,AdjLand,No,House,NoSeWa,Gravel,RH,9792910,12410
Velachery,1547,23,2,1,4,AbNormal,No,Others,ELO,Gravel,RM,10090590,17155
Karapakkam,626,193,1,1,2,Family,No,House,AllPub,Paved,RH,5072750,9125
T Nagar,1673,32,1,1,4,Partial,No,Others,NoSeWa,No Access,RM,12156320,16060
Chrompet,1296,65,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RH,10741020,5110
KK Nagar,2194,73,3,2,5,Partial,No,Commercial,NoSeWa,Gravel,RH,16805520,2190
KK Nagar,1678,200,2,1,4,Partial,No,Commercial,NoSeWa,Paved,RL,13586120,5840
Chrompet,702,190,1,1,2,AdjLand,Yes,House,ELO,No Access,RM,8021300,6570
Adyar,1067,55,1,1,3,Partial,Yes,House,ELO,No Access,RH,7960405,9855
Chrompet,980,90,1,1,3,Family,Yes,Commercial,NoSeWa,Paved,RH,11847350,9125
KK Nagar,1989,185,3,2,5,AdjLand,Yes,House,NoSeWa,Paved,RM,11985600,7300
Chrompet,1257,163,2,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RL,13788450,12775
Chrompet,1069,55,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RH,10080280,7665
Karapakkam,606,86,1,1,2,AbNormal,No,Commercial,NoSeWa,No Access,RL,6564750,4745
Karapakkam,1449,49,2,2,4,Partial,Yes,House,NoSeWa,Gravel,RL,8861500,13140
Karapakkam,1154,170,1,1,3,Family,No,House,NoSeWa,Paved,RM,7880000,4380
Adyar,927,72,1,1,3,Family,No,Commercial,NoSeWa,Gravel,RM,12682895,12045
Karapakkam,1613,151,2,2,4,Family,Yes,Others,ELO,Gravel,RL,10169625,11315
Velachery,1851,106,3,2,5,AdjLand,Yes,House,AllPub,Gravel,RM,11959100,20075
Velachery,1511,128,2,1,4,Family,No,Commercial,NoSeWa,No Access,C,10391900,16425
KK Nagar,1765,6,2,1,4,AbNormal,No,Others,NoSeWa,Paved,RH,9338880,10585
Karapakkam,1238,63,1,1,3,Normal Sale,Yes,Commercial,ELO,No Access,RM,11329750,6205
Chrompet,934,3,1,1,3,Family,Yes,House,ELO,Gravel,RH,8469050,8395
Chrompet,754,92,1,1,2,Family,Yes,House,NoSeWa,Paved,RL,7705800,13140
T Nagar,1736,60,1,1,4,Partial,Yes,Others,AllPub,Paved,RL,14057180,3650
Chrompet,980,18,1,1,3,AbNormal,Yes,House,NoSeWa,Gravel,RH,8621500,12410
Karapakkam,1299,114,1,1,3,AdjLand,No,Commercial,NoSeWa,Paved,I,9338500,16790
Karapakkam,849,118,1,1,2,Normal Sale,No,Others,NoSeWa,Paved,RH,5668875,13140
KK Nagar,1450,169,2,1,4,AdjLand,Yes,Others,AllPub,Paved,RH,10040420,7665
T Nagar,1634,11,1,1,4,Partial,Yes,House,NoSeWa,Paved,RM,12730270,11315
Karapakkam,1320,57,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Paved,I,11071500,2190
Chrompet,769,69,1,1,2,AdjLand,Yes,House,ELO,No Access,RH,7261650,2555
Karapakkam,1150,32,1,1,3,Partial,Yes,House,NoSeWa,Gravel,I,6982000,11680
Chrompet,908,39,1,1,3,Normal Sale,No,Others,AllPub,Paved,RH,7546960,13140
Karapakkam,1668,141,2,2,4,AbNormal,Yes,Commercial,ELO,Gravel,RH,13650500,2190
KK Nagar,1990,149,3,2,5,AdjLand,No,House,NoSeWa,Gravel,RH,10652120,2190
Anna Nagar,1857,28,2,1,5,Normal Sale,No,Others,NoSeWa,Gravel,RH,13378610,12775
KK Nagar,2061,115,3,2,5,Partial,Yes,Commercial,NoSeWa,Gravel,RL,17265880,5110
KK Nagar,1668,14,2,1,4,AbNormal,No,House,AllPub,Gravel,RL,10044620,4015
KK Nagar,1444,198,2,1,4,Normal Sale,No,House,AllPub,Gravel,RL,9153720,9490
Chrompet,1121,106,1,1,3,Partial,Yes,Others,NoSeWa,Paved,RH,9089520,10585
KK Nagar,1514,4,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,RH,9075660,8395
Chrompet,1256,34,2,1,4,AbNormal,Yes,House,AllPub,No Access,RL,9957800,1460
Karapakkam,672,103,1,1,2,AbNormal,Yes,Others,NoSeWa,No Access,RH,5805250,6935
Adyar,908,112,1,1,3,Family,Yes,Commercial,AllPub,Gravel,RL,13087155,13505
Karapakkam,1631,22,2,2,4,Normal Sale,Yes,House,ELO,Paved,RL,9314000,6570
Adyar,1001,58,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RL,10533755,13505
Velachery,1618,8,2,1,4,Normal Sale,No,Commercial,AllPub,Paved,A,11462310,17520
KK Nagar,2340,129,4,2,6,AdjLand,Yes,Others,NoSeWa,Paved,RH,12948200,7300
Karapakkam,1159,121,1,1,3,AdjLand,No,Others,NoSeWa,No Access,RH,6149625,18250
Velachery,1775,43,2,1,4,AbNormal,Yes,Others,AllPub,Paved,RH,11031600,9125
Chrompet,1008,30,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RM,12713050,6935
Velachery,1563,57,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RM,15664740,4380
KK Nagar,1723,35,2,1,4,Normal Sale,Yes,House,AllPub,Gravel,RL,11265520,2190
Velachery,1543,55,2,1,4,Normal Sale,No,Commercial,ELO,No Access,RM,12900790,17155
Chrompet,1231,161,2,1,4,AdjLand,No,Others,ELO,Gravel,RL,10271420,10585
T Nagar,1995,111,2,1,5,Family,No,Others,NoSeWa,Paved,RL,14154840,11680
KK Nagar,2113,28,3,2,5,AdjLand,No,Others,NoSeWa,Paved,RM,12160420,10220
T Nagar,1849,93,2,1,5,Partial,Yes,Commercial,NoSeWa,Gravel,RM,22084180,8760
Chrompet,1095,144,1,1,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,9953350,4380
Karapakkam,1057,187,1,1,3,AdjLand,No,Commercial,NoSeWa,Paved,RH,8788500,16790
Karapakkam,841,187,1,1,2,Partial,Yes,House,NoSeWa,Gravel,I,6266250,9125
Adyar,693,80,1,1,2,AdjLand,Yes,House,ELO,Gravel,C,6879510,12410
Anna Nagar,1666,173,1,1,4,Partial,No,House,AllPub,Gravel,RL,11991280,8760
T Nagar,1517,131,1,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,RM,19817860,15695
Anna Nagar,1854,72,2,1,5,Family,No,Commercial,AllPub,Gravel,RH,19766360,15695
Adyar,789,117,1,1,2,AbNormal,No,Commercial,AllPub,Paved,A,8098070,13870
Chrompet,760,24,1,1,2,AbNormal,Yes,House,ELO,Paved,RL,8274000,1460
Chrompet,1137,29,1,1,3,Family,No,Others,AllPub,Paved,RH,8912540,4015
Anna Nagar,1687,6,1,1,4,Family,Yes,Commercial,ELO,Gravel,RH,19609810,4745
Karapakkam,984,183,1,1,3,Family,Yes,House,NoSeWa,No Access,C,5340750,4745
Karapakkam,1662,154,2,2,4,AbNormal,No,Commercial,AllPub,Gravel,RH,12825500,5110
Adyar,1065,75,1,1,3,AdjLand,No,Others,NoSeWa,Paved,I,8717385,6935
KK Nagar,1621,101,2,1,4,Family,No,Others,NoSeWa,Paved,RM,9928200,10585
Chrompet,703,60,1,1,2,Normal Sale,Yes,Others,NoSeWa,No Access,RM,8231860,7665
Chrompet,1221,62,2,1,4,AbNormal,No,Others,NoSeWa,Gravel,RL,9833270,12410
KK Nagar,1577,22,2,1,4,Family,No,Commercial,NoSeWa,Gravel,RH,13277420,4015
Chrompet,989,193,1,1,3,Normal Sale,Yes,Others,NoSeWa,Paved,RM,10613930,1460
KK Nagar,1368,6,2,1,4,AdjLand,Yes,Others,AllPub,Gravel,RL,10801520,10220
KK Nagar,2365,128,4,2,6,Family,Yes,Commercial,NoSeWa,Paved,RL,18637600,10950
Anna Nagar,1525,119,1,1,4,Normal Sale,No,Commercial,AllPub,Paved,RL,17566590,11680
Adyar,1180,63,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,I,9397585,6935
Karapakkam,1122,58,1,1,3,AbNormal,No,Others,NoSeWa,Gravel,I,6889250,6570
Anna Nagar,1775,152,1,1,4,Partial,Yes,Commercial,AllPub,Paved,RH,19512010,12045
Anna Nagar,1877,47,2,1,5,Family,No,Others,AllPub,No Access,RL,13064510,10950
Chrompet,760,127,1,1,2,AbNormal,No,House,AllPub,Gravel,RM,8386750,6205
KK Nagar,2297,51,4,2,6,Family,No,Others,AllPub,Paved,RH,11569680,6205
Karapakkam,787,43,1,1,2,Partial,Yes,Others,NoSeWa,Gravel,RL,7825375,3285
KK Nagar,2317,37,4,2,6,AbNormal,No,House,NoSeWa,Paved,RH,10502160,10220
Karapakkam,749,187,1,1,2,Family,Yes,House,NoSeWa,Gravel,C,5286000,12410
Velachery,1616,188,2,1,4,Family,No,House,NoSeWa,Paved,RM,9794230,5110
Adyar,1284,199,2,2,4,AbNormal,Yes,House,NoSeWa,Paved,RH,9885575,9125
Chrompet,756,176,1,1,2,AbNormal,Yes,Commercial,ELO,No Access,RM,10478100,13870
Chrompet,1238,132,2,1,4,Normal Sale,No,House,ELO,Paved,RM,9345900,12410
Chrompet,1236,41,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RH,9314050,11315
T Nagar,1664,108,1,1,4,Normal Sale,No,Others,AllPub,Paved,RM,13251910,15330
Anna Nagar,1537,37,1,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RM,18331880,6935
Velachery,1731,184,2,1,4,Partial,No,Commercial,NoSeWa,Paved,RH,13478680,16060
Chrompet,929,39,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,RH,8907400,1460
Chrompet,786,21,1,1,2,Normal Sale,No,House,ELO,Gravel,RM,8185800,7300
Karapakkam,1370,178,2,2,4,AdjLand,Yes,Others,NoSeWa,Paved,RH,9125250,5110
Karapakkam,1685,58,2,2,4,AbNormal,No,House,NoSeWa,Gravel,C,6922750,14235
T Nagar,1549,77,1,1,4,AdjLand,No,House,NoSeWa,Paved,RM,12133650,10950
Anna Nagar,1539,107,1,1,4,AdjLand,Yes,Commercial,ELO,Paved,RH,18200410,6570
Anna Nagar,1898,111,2,1,5,AbNormal,No,Others,NoSeWa,No Access,RM,13485130,15330
Chrompet,918,131,1,1,3,Partial,Yes,Commercial,NoSeWa,Paved,RH,11762550,1825
Chrompet,774,50,1,1,2,AbNormal,Yes,Others,AllPub,Paved,RM,9104380,13140
Chrompet,1072,36,1,1,3,Partial,No,Commercial,AllPub,Gravel,RH,11935950,13505
Chrompet,1239,59,2,1,4,AdjLand,Yes,Others,ELO,Gravel,RH,10881130,8030
KK Nagar,1362,96,2,1,4,AdjLand,No,Commercial,NoSeWa,Gravel,RH,12146740,9855
T Nagar,1785,128,1,1,4,Partial,Yes,Others,NoSeWa,Gravel,RL,14128990,11680
KK Nagar,2181,104,3,2,5,Family,Yes,House,NoSeWa,Gravel,RL,11821400,10950
KK Nagar,2033,99,3,2,5,AbNormal,Yes,Others,NoSeWa,Paved,RM,12528840,10585
Adyar,952,167,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,C,10552045,8395
Chrompet,1066,176,1,1,3,AbNormal,No,Commercial,AllPub,No Access,RM,12406100,10950
Chrompet,1153,58,1,1,3,Partial,Yes,Commercial,AllPub,Paved,RM,14377300,10950
Velachery,1849,190,3,2,5,Partial,Yes,House,ELO,No Access,RH,9487400,5475
Karapakkam,1095,190,1,1,3,Partial,Yes,House,ELO,No Access,I,5472500,11680
Adyar,1100,135,1,1,3,Partial,Yes,Others,AllPub,No Access,RM,10252895,12045
Adyar,1300,72,2,2,4,AbNormal,No,House,AllPub,Gravel,RM,10989305,9855
T Nagar,1806,12,2,1,5,Normal Sale,No,House,AllPub,Paved,RH,11838240,11680
Anna Nagar,1897,167,2,1,5,Family,No,House,NoSeWa,Paved,RL,12624040,4380
Chrompet,1121,158,1,1,3,Partial,No,House,AllPub,Gravel,RH,8288050,8395
Adyar,985,50,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RL,11903865,11315
Velachery,1782,13,2,1,4,AbNormal,Yes,Others,AllPub,Gravel,C,10274050,7300
Anna Nagar,1582,198,1,1,4,AdjLand,No,Commercial,ELO,Paved,RH,17398770,9490
Chrompet,1225,72,2,1,4,AbNormal,Yes,House,NoSeWa,No Access,RL,9680500,2190
KK Nagar,1727,25,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RM,11855060,8395
Velachery,1712,29,2,1,4,AdjLand,Yes,Commercial,ELO,Paved,RL,15849210,6570
Adyar,1089,82,1,1,3,Family,Yes,Others,NoSeWa,No Access,I,8585715,7665
Velachery,1532,80,2,1,4,Family,No,Commercial,ELO,Paved,I,11452010,19345
KK Nagar,1301,103,1,1,3,AbNormal,Yes,Others,AllPub,Gravel,RH,9675500,5110
Adyar,812,180,1,1,3,AbNormal,No,Others,AllPub,No Access,I,6285850,10950
Chrompet,863,113,1,1,3,Family,No,House,AllPub,Gravel,RL,7813750,13505
Velachery,1686,78,2,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RM,10094840,11680
Karapakkam,1332,146,1,1,3,Normal Sale,No,Commercial,NoSeWa,Paved,RM,11235750,13505
Chrompet,969,184,1,1,3,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,13556150,13505
Adyar,1300,77,2,2,4,Normal Sale,No,House,NoSeWa,Paved,RH,9023925,12775
Karapakkam,593,101,1,1,2,Normal Sale,Yes,Others,ELO,Gravel,A,4863375,5110
Chrompet,809,56,1,1,3,AbNormal,No,House,NoSeWa,Paved,RH,6511200,13140
Karapakkam,1105,138,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RH,7511125,2555
Karapakkam,542,178,1,1,2,Normal Sale,No,Others,NoSeWa,Paved,A,3013500,12775
Karapakkam,1608,10,2,2,4,AbNormal,No,House,ELO,Gravel,RM,9243750,7665
KK Nagar,2271,168,4,2,6,AbNormal,No,Commercial,NoSeWa,Gravel,RH,17422860,4745
KK Nagar,1915,31,3,2,5,Partial,No,House,AllPub,Gravel,RH,9917200,3650
KK Nagar,2152,69,3,2,5,Partial,No,Commercial,NoSeWa,Paved,RM,16834800,10950
Adyar,1068,167,1,1,3,AdjLand,No,Others,NoSeWa,Paved,C,7586885,14235
Velachery,1810,197,3,2,5,Normal Sale,No,House,AllPub,Paved,RH,8907630,19710
Velachery,1939,149,3,2,5,AdjLand,Yes,Others,NoSeWa,No Access,A,9519320,5840
Anna Nagar,1905,6,2,1,5,AbNormal,No,Commercial,ELO,No Access,RM,20591900,9125
Chrompet,1057,33,1,1,3,AbNormal,Yes,House,AllPub,No Access,RH,8111350,10585
Velachery,1920,84,3,2,5,Family,Yes,Commercial,NoSeWa,Paved,RL,16484920,14965
T Nagar,1577,111,1,1,4,AbNormal,No,House,NoSeWa,Gravel,RL,11992650,3650
Karapakkam,787,37,1,1,2,Partial,Yes,Others,ELO,Paved,C,5256625,5840
T Nagar,1916,129,2,1,5,AbNormal,Yes,House,ELO,Gravel,RM,14715230,12410
KK Nagar,1527,107,2,1,4,Partial,Yes,Others,AllPub,Paved,RM,10829380,8030
Chrompet,1248,77,2,1,4,Family,No,House,AllPub,Gravel,RL,9747000,7300
Velachery,1555,120,2,1,4,Partial,No,House,NoSeWa,Gravel,RL,8762530,16060
KK Nagar,2323,101,4,2,6,AdjLand,No,Commercial,AllPub,Paved,RH,17529340,9855
Chrompet,961,31,1,1,3,AbNormal,Yes,House,AllPub,Paved,RL,9198300,6570
